sdg,indicator,unit,location,year,value,is_projected,ci_lower,ci_upper
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2016,96.62,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2017,95.94,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2018,97.49,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2019,97.02,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2020,96.67,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2021,96.45,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2022,95.48,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2023,94.06,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2024,94.53,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2025,94.48,1,94.297,94.662
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2029,93.24,1,92.937,93.544
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2037,90.762,1,90.205,91.319
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2047,87.663,1,86.785,88.542
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Upper Primary,%,Wardha,2060,83.636,1,82.337,84.934
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2016,99.9,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2017,99.9,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2018,99.3,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2019,98.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2020,97,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2021,97.1,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2022,96.3,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2023,97.7,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2024,96.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2025,95.769,1,95.611,95.928
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2029,93.949,1,93.686,94.213
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2037,90.309,1,89.825,90.794
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2047,85.759,1,84.995,86.524
SDG4 - Quality Education,Proportion of trained teachers - Higher Secondary,%,Wardha,2060,79.844,1,78.715,80.974
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2016,99.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2017,99,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2018,98.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2019,97.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2020,97.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2021,97.4,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2022,97.1,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2023,97.2,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2024,96.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2025,96.156,1,96.084,96.227
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2029,94.822,1,94.703,94.941
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2037,92.156,1,91.937,92.374
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2047,88.822,1,88.477,89.167
SDG4 - Quality Education,Proportion of trained teachers - Primary,%,Wardha,2060,84.489,1,83.979,84.999
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2016,99.3,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2017,99.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2018,99.2,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2019,98.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2020,98.1,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2021,97.8,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2022,97.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2023,99.2,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2024,99,0,,
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2025,98.189,1,98.034,98.344
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2029,97.789,1,97.531,98.046
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2037,96.989,1,96.516,97.462
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2047,95.989,1,95.243,96.735
SDG4 - Quality Education,Proportion of trained teachers - Secondary,%,Wardha,2060,94.689,1,93.587,95.791
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2016,99.6,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2017,99.2,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2018,98.9,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2019,97.8,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2020,97.1,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2021,97.3,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2022,97,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2023,98,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2024,97.5,0,,
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2025,96.686,1,96.542,96.83
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2029,95.599,1,95.36,95.839
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2037,93.426,1,92.986,93.866
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2047,90.709,1,90.015,91.404
SDG4 - Quality Education,Proportion of trained teachers - Upper Primary,%,Wardha,2060,87.178,1,86.152,88.204
SDG4 - Quality Education,Rural Female Literates (Rural) — Population,,Wardha,1991,180043,0,,
SDG4 - Quality Education,Rural Literacy Rate (Census 2011),%,Arvi,2011,84.5,0,,
SDG4 - Quality Education,Rural Literacy Rate - District (Census 2011),%,Wardha,2011,84.27,0,,
SDG4 - Quality Education,Rural Literates (Rural) — Population,,Wardha,1991,439429,0,,
SDG4 - Quality Education,Rural Male Literates (Rural) — Population,,Wardha,1991,259385,0,,
SDG4 - Quality Education,SC Female Illiterates (Total),persons,Arvi,2011,2191,0,,
SDG4 - Quality Education,SC Female Illiterates (Total),persons,Wardha,2011,8165,0,,
SDG4 - Quality Education,SC Female Illiterates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,2191,0,,
SDG4 - Quality Education,SC Female Illiterates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,8165,0,,
SDG4 - Quality Education,SC Female Literates (Total),persons,Arvi,2011,4620,0,,
SDG4 - Quality Education,SC Female Literates (Total),persons,Wardha,2011,28408,0,,
SDG4 - Quality Education,SC Female Literates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,4620,0,,
SDG4 - Quality Education,SC Female Literates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,28408,0,,
SDG4 - Quality Education,SC Hostel Capacity,Number,Wardha,2024,1052,0,,
SDG4 - Quality Education,SC Hostels (district total),Number,Wardha,2024,41,0,,
SDG4 - Quality Education,SC Illiterates (Total),persons,Arvi,2011,3513,0,,
SDG4 - Quality Education,SC Illiterates (Total),persons,Wardha,2011,13203,0,,
SDG4 - Quality Education,SC Illiterates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,3513,0,,
SDG4 - Quality Education,SC Illiterates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,13203,0,,
SDG4 - Quality Education,SC Literacy Rate (Census 2011),%,Arvi,2011,83.9,0,,
SDG4 - Quality Education,SC Literates (Total),persons,Arvi,2011,10516,0,,
SDG4 - Quality Education,SC Literates (Total),persons,Wardha,2011,60738,0,,
SDG4 - Quality Education,SC Literates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,10516,0,,
SDG4 - Quality Education,SC Literates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,60738,0,,
SDG4 - Quality Education,SC Male Illiterates (Total),persons,Arvi,2011,1322,0,,
SDG4 - Quality Education,SC Male Illiterates (Total),persons,Wardha,2011,5038,0,,
SDG4 - Quality Education,SC Male Illiterates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,1322,0,,
SDG4 - Quality Education,SC Male Illiterates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,5038,0,,
SDG4 - Quality Education,SC Male Literates (Total),persons,Arvi,2011,5896,0,,
SDG4 - Quality Education,SC Male Literates (Total),persons,Wardha,2011,32330,0,,
SDG4 - Quality Education,SC Male Literates (Total) — Scheduled Castes (SC) Detailed,,Arvi,2011,5896,0,,
SDG4 - Quality Education,SC Male Literates (Total) — Scheduled Castes (SC) Detailed,,Wardha,2011,32330,0,,
SDG4 - Quality Education,SC Students (district total),Number,Wardha,2024,36855,0,,
SDG4 - Quality Education,ST Female Illiterates (Total),persons,Arvi,2011,3601,0,,
SDG4 - Quality Education,ST Female Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,3601,0,,
SDG4 - Quality Education,ST Female Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,26055,0,,
SDG4 - Quality Education,ST Female Literates (Total),persons,Arvi,2011,6037,0,,
SDG4 - Quality Education,ST Female Literates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,6037,0,,
SDG4 - Quality Education,ST Female Literates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,46754,0,,
SDG4 - Quality Education,ST Illiterates (Total),persons,Arvi,2011,6036,0,,
SDG4 - Quality Education,ST Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,6036,0,,
SDG4 - Quality Education,ST Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,44034,0,,
SDG4 - Quality Education,ST Literacy Rate (Census 2011),%,Arvi,2011,78.4,0,,
SDG4 - Quality Education,ST Literates (Total),persons,Arvi,2011,13779,0,,
SDG4 - Quality Education,ST Literates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,13779,0,,
SDG4 - Quality Education,ST Literates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,105473,0,,
SDG4 - Quality Education,ST Male Illiterates (Total),persons,Arvi,2011,2435,0,,
SDG4 - Quality Education,ST Male Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,2435,0,,
SDG4 - Quality Education,ST Male Illiterates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,17979,0,,
SDG4 - Quality Education,ST Male Literates (Total),persons,Arvi,2011,7742,0,,
SDG4 - Quality Education,ST Male Literates (Total) — Scheduled Tribes (ST) Detailed,,Arvi,2011,7742,0,,
SDG4 - Quality Education,ST Male Literates (Total) — Scheduled Tribes (ST) Detailed,,Wardha,2011,58719,0,,
SDG4 - Quality Education,ST Students (district total),Number,Wardha,2024,32583,0,,
SDG4 - Quality Education,Secondary + H.S. Schools (district total),Number,Wardha,2024,367,0,,
SDG4 - Quality Education,Secondary Schools (total),Number,Arvi,2024,34,0,,
SDG4 - Quality Education,Secondary Students (total),Number,Arvi,2024,3291,0,,
SDG4 - Quality Education,Secondary Students enrolled (district total),Number,Wardha,2024,60248,0,,
SDG4 - Quality Education,Student-Teacher Ratio Primary (district),Number,Wardha,2024,18,0,,
SDG4 - Quality Education,Student-Teacher Ratio Secondary (district),Number,Wardha,2024,30,0,,
SDG4 - Quality Education,Total Enrollment Cl 1-10 (district),Number,Wardha,2024,203969,0,,
SDG4 - Quality Education,Total Illiterates (Rural) — Education & Literacy,,Wardha,2001,59042,0,,
SDG4 - Quality Education,Total Illiterates (Total) — Education & Literacy,,Arvi,2001,45338,0,,
SDG4 - Quality Education,Total Literate Population (Total) — Census 2011,,Arvi,2011,113326,0,,
SDG4 - Quality Education,Total Literates (Rural) — Education & Literacy,,Arvi,2001,67046,0,,
SDG4 - Quality Education,Total Literates (Rural) — Education & Literacy,,Wardha,2001,128823,0,,
SDG4 - Quality Education,"Total Literates (Rural) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,665082,0,,
SDG4 - Quality Education,Total Literates (Total),persons,Arvi,2011,78287,0,,
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2001,98160,0,,
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2011,78287,0,,
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2025,50464.8,1,50464.8,50464.8
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2029,42515.6,1,42515.6,42515.6
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2037,26617.2,1,26617.2,26617.2
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2047,6744.2,1,6744.2,6744.2
SDG4 - Quality Education,Total Literates (Total) — Education & Literacy,,Arvi,2060,0,1,0,-19090.7
SDG4 - Quality Education,Total Literates (Total) — Population,,Wardha,1991,645817,0,,
SDG4 - Quality Education,"Total Literates (Total) — Scheduled Castes, Tribes & Literacy",,Arvi,2011,78287,0,,
SDG4 - Quality Education,"Total Literates (Total) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,1019458,0,,
SDG4 - Quality Education,Total Literates (Urban) — Education & Literacy,,Arvi,2001,31114,0,,
SDG4 - Quality Education,"Total Literates (Urban) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,354376,0,,
SDG4 - Quality Education,Total Literates - Census 2011,Number,Arvi,2011,75500,0,,
SDG4 - Quality Education,Total Literates - Census 2011,Number,Wardha,2011,193500,0,,
SDG4 - Quality Education,Tribal Ashram Schools (district),Number,Wardha,2024,8,0,,
SDG4 - Quality Education,Urban Female Literates (Urban) — Population,,Wardha,1991,90535,0,,
SDG4 - Quality Education,Urban Literacy Rate (Census 2011),%,Arvi,2011,90.6,0,,
SDG4 - Quality Education,Urban Literacy Rate - District (Census 2011),%,Wardha,2011,92.62,0,,
SDG4 - Quality Education,Urban Literates (Urban) — Population,,Wardha,1991,206388,0,,
SDG4 - Quality Education,Urban Male Literates (Urban) — Population,,Wardha,1991,115853,0,,
SDG4 - Quality Education,Villages with Primary School (Total) — Amenities,,Arvi,2001,76.5,0,,
SDG4 - Quality Education,Villages with Primary School (Total) — Amenities,,Wardha,2001,81.2,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2016,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2017,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2018,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2019,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2020,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2021,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2022,100,0,,
"SDG9 - Industry, Innovation & Infrastructure",% of rural habitations connected by all weather road,%,Wardha,2023,100,0,,
